Genus Name	Species Name	Synonym	Family	Order	Class	Common Name	Species Code	Growth Form	Percent Leaf Type	Leaf Type	Growth Rate	Longevity	Height at Maturity (feet)
Abarema	cochliocarpos		Fabaceae	Fabales	Rosidae	Abarema cochliocarpos	ABCO1	Shrub or small tree	Hardwood	Evergreen			
Abarema	glauca		Fabaceae	Fabales	Rosidae	Abarema glauca	ABGL	Tree	Hardwood	Evergreen			
Abarema	langsdorfii		Fabaceae	Fabales	Rosidae	pau gamba	ABLA1	Tree	Hardwood	Evergreen			
Abelia	chinensis		Caprifoliaceae	Dipsacales	Asteridae	Abelia	ABCH	Shrub	Hardwood	Deciduous	Moderate	Short	7
Abelia	x grandiflora		Caprifoliaceae	Dipsacales	Asteridae	Glossy abelia	ABGR4	Shrub	Hardwood	Deciduous	Fast	Short	6
Abelia	triflora		Caprifoliaceae	Dipsacales	Asteridae	Indian abelia	ABTR	Shrub or small tree	Hardwood	Deciduous	Fast	Short	13
Abies	alba		Pinaceae	Pinales	Pinopsida	European silver fir	ABAL3	Tree	Picea	Evergreen			147
Abies	amabilis		Pinaceae	Pinales	Pinopsida	Pacific silver fir	ABAM	Tree	Picea	Evergreen	Slow	Long	165
Abies	balsamea	Pinus balsamea	Pinaceae	Pinales	Pinopsida	Balsam fir	ABBA	Tree	Picea	Evergreen	Slow	Short	60
Abies	x borisii-regis		Pinaceae	Pinales	Pinopsida	Bulgarian fir	ABBO	Tree	Picea	Evergreen	Slow	Long	96
Abies	bracteata	Abies venusta	Pinaceae	Pinales	Pinopsida	Bristlecone fir	ABBR	Tree	Picea	Evergreen	Slow	Long	105
Abies	cephalonica		Pinaceae	Pinales	Pinopsida	Greek Fir	ABCE	Tree	Picea	Evergreen	Moderate	Long	49
Abies	cilicica		Pinaceae	Pinales	Pinopsida	Syrian Fir	ABCI	Tree	Picea	Evergreen	Moderate	Long	35
Abies	concolor		Pinaceae	Pinales	Pinopsida	White fir	ABCO	Tree	Picea	Evergreen	Slow	Long	120
Abies	concolor v lowiana	Abies lowiana	Pinaceae	Pinales	Pinopsida	Sierra white fir	ABLO	Tree	Picea	Evergreen	Slow	Long	96
Abies	delavayi		Pinaceae	Pinales	Pinopsida	Delavay's Fir	ABDE	Tree	Picea	Evergreen	Moderate	Long	40
Abies	fargesii		Pinaceae	Pinales	Pinopsida	Farges Fir	ABFA	Tree	Picea	Evergreen	Moderate	Long	40
Abies	firma		Pinaceae	Pinales	Pinopsida	Momi Fir	ABFI	Tree	Picea	Evergreen	Moderate	Long	30
Abies	forrestii var. georgei		Pinaceae	Pinales	Pinopsida	George's Fir	ABFOGE	Tree	Picea	Evergreen	Moderate	Long	40
Abies	fraseri	Pinus fraseri	Pinaceae	Pinales	Pinopsida	Fraser fir	ABFR	Tree	Picea	Evergreen	Moderate	Moderate	55
Abies	grandis		Pinaceae	Pinales	Pinopsida	Grand fir	ABGR	Tree	Picea	Evergreen	Moderate	Long	150
Abies	holophylla		Pinaceae	Pinales	Pinopsida	Manchurian fir	ABHO	Tree	Picea	Evergreen	Slow	Long	100
Abies	homolepis		Pinaceae	Pinales	Pinopsida	Japanese fir	ABHO2	Tree	Picea	Evergreen	Slow		50
Abies	koreana		Pinaceae	Pinales	Pinopsida	Korean Fir	ABKO	Shrub or small tree	Picea	Evergreen	Fast	Moderate	9
Abies	lasiocarpa		Pinaceae	Pinales	Pinopsida	Subalpine fir	ABLA	Tree	Picea	Evergreen	Slow	Long	90
Abies	magnifica		Pinaceae	Pinales	Pinopsida	California red fir	ABMA	Tree	Picea	Evergreen	Slow	Long	150
Abies	x masjoannis		Pinaceae	Pinales	Pinopsida	Masjoannis fir	ABMA1	Tree	Picea	Evergreen	Fast	Long	100
Abies	nordmanniana		Pinaceae	Pinales	Pinopsida	Nordmann fir	ABNO	Tree	Picea	Evergreen	Slow	Long	63
Abies	numidica		Pinaceae	Pinales	Pinopsida	Algerian Fir	ABNU	Tree	Picea	Evergreen	Fast	Long	25
Abies	x phanerolepis	Abies balsamea var. phanerolepis	Pinaceae	Pinales	Pinopsida	Bracted balsam fir	ABPH	Tree	Picea	Evergreen	Slow	Long	96
Abies	pinsapo		Pinaceae	Pinales	Pinopsida	Spanish fir	ABPI	Tree	Picea	Evergreen	Slow	Long	96
Abies	procera	Abies nobilis	Pinaceae	Pinales	Pinopsida	Noble fir	ABPR	Tree	Picea	Evergreen	Fast	Long	230
Abies	religiosa		Pinaceae	Pinales	Pinopsida	Sacred fir	ABRE	Tree	Pinus	Evergreen	Moderate	Long	35
Abies	x shastensis	Abies magnifica var. shastensis	Pinaceae	Pinales	Pinopsida	Shasta red fir	ABSH	Tree	Picea	Evergreen	Slow	Long	96
Abies	veitchii		Pinaceae	Pinales	Pinopsida	Veitch's Silver Fir	ABVE	Tree	Picea	Evergreen	Fast	Short	22
Abutilon	berlandieri	Abutilon californicum	Malvaceae	Malvales	Dilleniidae	Berlandier indian mallow	ABBE	Shrub	Hardwood	Deciduous	Moderate	Short	6
Abutilon	eremitopetalum		Malvaceae	Malvales	Dilleniidae	Hiddenpetal indian mallow	ABER	Shrub	Hardwood	Deciduous	Moderate	Short	2
Abutilon	grandifolium		Malvaceae	Malvales	Dilleniidae	Hairy indian mallow	ABGR3	Shrub	Hardwood	Deciduous	Moderate	Short	7
Abutilon	megapotamicum		Malvaceae	Malvales	Dilleniidae	Abutilon megapotamicum	ABME	Shrub or small tree	Hardwood	Semi-Evergreen	Fast	Short	13
Abutilon	menziesii		Malvaceae	Malvales	Dilleniidae	Ko'oloa 'ula	ABME2	Shrub	Hardwood	Deciduous	Moderate	Short	10
Abutilon	palmeri		Malvaceae	Malvales	Dilleniidae	Palmer's indian mallow	ABPA	Shrub	Hardwood	Deciduous	Moderate	Short	6
Abutilon	sandwicense	Abutilon sandwicense var. welchii	Malvaceae	Malvales	Dilleniidae	Greenflower indian mallow	ABSA2	Shrub	Hardwood	Deciduous	Moderate	Short	8
Abutilon	virginianum	"Sida eggersii, Abutilon virginianum"	Malvaceae	Malvales	Dilleniidae	Van dyke's indian mallow	ABVI2	Tree	Hardwood	Deciduous	Moderate	Short	8
Acacia	abyssinica		Fabaceae	Fabales	Rosidae	Flat top acacia	ACAB	Tree	Hardwood	Deciduous	Fast	Moderate	55
Acacia	acradenia		Fabaceae	Fabales	Rosidae	Silky Wattle	ACAC	Tree	Hardwood	Evergreen	Slow	Moderate	8
Acacia	acuminata		Fabaceae	Fabales	Rosidae	Raspberry Jam Wattle	ACAC1	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	adunca		Fabaceae	Fabales	Rosidae	Wallangara Wattle	ACAD	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	albida		Fabaceae	Fabales	Rosidae	White acacia	ACAL	Tree	Hardwood	Deciduous	Fast	Moderate	87
Acacia	amoena		Fabaceae	Fabales	Rosidae	Boomerang Wattle	ACAM	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	anceps		Fabaceae	Fabales	Rosidae	Two-edged Wattle	ACAN1	Tree	Hardwood	Evergreen	Slow	Short	3
Acacia	anegadensis		Fabaceae	Fabales	Rosidae	Blackbrush wattle	ACAN4	Tree	Hardwood	Deciduous	Moderate	Moderate	41
Acacia	aneura		Fabaceae	Fabales	Rosidae	Mulga	ACAN	Shrub	Hardwood	Evergreen	Moderate	Moderate	18
Acacia	anfractuosa		Fabaceae	Fabales	Rosidae	Acacia anfractuosa	ACAN2	Tree	Hardwood	Evergreen	Slow	Short	4
Acacia	angustissima		Fabaceae	Fabales	Rosidae	Prairie acacia	ACAN3	Shrub or small tree	Hardwood	Evergreen	Fast		6
Acacia	argyrophylla		Fabaceae	Fabales	Rosidae	Silver Mulga	ACAR1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	assimilis		Fabaceae	Fabales	Rosidae	Wodjil	ACAS	Tree	Hardwood	Evergreen	Slow	Short	4
Acacia	aulacocarpa		Fabaceae	Fabales	Rosidae	Golden-flowered Salwood	ACAU1	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	auriculaeformis		Fabaceae	Fabales	Rosidae	Earleaf acacia	ACAU	Tree	Hardwood	Evergreen	Moderate	Moderate	41
Acacia	auriculiformis		Fabaceae	Fabales	Rosidae	Northern Black Wattle	ACAU2	Tree	Hardwood	Evergreen	Fast	Moderate	30
Acacia	axillaris		Fabaceae	Fabales	Rosidae	Midlands Wattle	ACAX	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	baileyana		Fabaceae	Fabales	Rosidae	Bailey acacia	ACBA2	Tree	Hardwood	Evergreen	Fast	Short	18
Acacia	bakeri		Fabaceae	Fabales	Rosidae	Baker's Wattle	ACBA1	Tree	Hardwood	Evergreen	Fast	Moderate	40
Acacia	bancroftiorum		Fabaceae	Fabales	Rosidae	Bancroft's Wattle	ACBA3	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	beckleri		Fabaceae	Fabales	Rosidae	Barrier Range Wattle	ACBE1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	berlandieri	Acacia emoryana	Fabaceae	Fabales	Rosidae	Guajillo	ACBE	Shrub or small tree	Hardwood	Deciduous	Moderate		13
Acacia	binervata		Fabaceae	Fabales	Rosidae	Two-veined Hickory	ACBI1	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	binervia		Fabaceae	Fabales	Rosidae	Coast Mayll	ACBI	Tree	Hardwood	Evergreen	Fast	Short	50
Acacia	blakelyi		Fabaceae	Fabales	Rosidae	Blakelyi's Wattle	ACBL	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	boormanii		Fabaceae	Fabales	Rosidae	Snowy River Wattle	ACBO	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	brachybotrya		Fabaceae	Fabales	Rosidae	Grey Mulga	ACBR	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	brevispica		Fabaceae	Fabales	Rosidae	Wait-a-bit Thorn	ACBR1	Shrub or small tree	Hardwood	Semi-Evergreen	Slow	Short	24
Acacia	buxifolia		Fabaceae	Fabales	Rosidae	Box-leaf Wattle	ACBU1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	calamifolia		Fabaceae	Fabales	Rosidae	Wallowa	ACCA7	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	cambagei		Fabaceae	Fabales	Rosidae	Gidgee	ACCA8	Tree	Hardwood	Evergreen	Slow	Moderate	15
Acacia	cardiophylla		Fabaceae	Fabales	Rosidae	Wyalong wattle	ACCA1	Shrub	Hardwood	Evergreen	Moderate	Short	7
Acacia	caroleae		Fabaceae	Fabales	Rosidae	Narrow-leaf Currawang	ACCA5	Tree	Hardwood	Evergreen	Moderate	Moderate	7
Acacia	caven		Fabaceae	Fabales	Rosidae	Roman cassie	ACCA2	Tree	Hardwood	Deciduous	Moderate		12
Acacia	celastrifolia		Fabaceae	Fabales	Rosidae	Glowing Wattle	ACCE	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	choriophylla		Fabaceae	Fabales	Rosidae	Cinnecord	ACCH	Shrub or small tree	Hardwood	Deciduous	Moderate		41
Acacia	chrysella		Fabaceae	Fabales	Rosidae	Acacia chrysella	ACCH1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	cochlearis		Fabaceae	Fabales	Rosidae	Rigid Wattle	ACCO1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	colletioides		Fabaceae	Fabales	Rosidae	Wait-a-while	ACCO3	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	complanata		Fabaceae	Fabales	Rosidae	Long Pod Wattle	ACCO4	Tree	Hardwood	Evergreen	Moderate	Moderate	5
Acacia	concurrens		Fabaceae	Fabales	Rosidae	Curracabah	ACCO6	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	conferta		Fabaceae	Fabales	Rosidae	Crowded-leaf Wattle	ACCO7	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	confusa		Fabaceae	Fabales	Rosidae	Small philippine acacia	ACCO	Tree	Hardwood	Deciduous	Moderate		41
Acacia	constricta		Fabaceae	Fabales	Rosidae	Whitethorn acacia	ACCO2	Shrub or small tree	Hardwood	Deciduous	Slow	Moderate	9
Acacia	coriacea		Fabaceae	Fabales	Rosidae	Wirewood	ACCO8	Tree	Hardwood	Evergreen	Slow	Moderate	10
Acacia	cornigera		Fabaceae	Fabales	Rosidae	Bullhorn wattle	ACCO5	Shrub or small tree	Hardwood	Deciduous	Moderate		33
Acacia	cowleana		Fabaceae	Fabales	Rosidae	Halls Creek Wattle	ACCO9	Tree	Hardwood	Evergreen	Slow	Moderate	8
Acacia	craspedocarpa		Fabaceae	Fabales	Rosidae	Hop Mulga	ACCR2	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	crassicarpa		Fabaceae	Fabales	Rosidae	Thick-podded Salwood	ACCR1	Tree	Hardwood	Evergreen	Moderate	Moderate	25
Acacia	cultriformis		Fabaceae	Fabales	Rosidae	Knife-leaf Wattle	ACCU	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	curranii		Fabaceae	Fabales	Rosidae	Curly-bark Wattle	ACCU1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	curvinervia		Fabaceae	Fabales	Rosidae	Acacia curvinervia	ACCU2	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	cyclops		Fabaceae	Fabales	Rosidae	Cyclops acacia	ACCY2	Shrub	Hardwood	Evergreen	Moderate	Short	24
Acacia	cyperophylla		Fabaceae	Fabales	Rosidae	Red Mulga	ACCY	Tree	Hardwood	Evergreen	Slow	Moderate	12
Acacia	dawsonii		Fabaceae	Fabales	Rosidae	Poverty wattle	ACDA1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	dealbata	Acacia decurrens var. dealbata	Fabaceae	Fabales	Rosidae	Silver wattle	ACDE3	Tree	Hardwood	Evergreen	Moderate	Short	41
Acacia	deanei		Fabaceae	Fabales	Rosidae	Deane's Wattle	ACDE1	Tree	Hardwood	Evergreen	Moderate	Moderate	7
Acacia	decora		Fabaceae	Fabales	Rosidae	Showy Wattle	ACDE2	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	decurrens		Fabaceae	Fabales	Rosidae	Green acacia	ACDE	Tree	Hardwood	Evergreen	Moderate	Short	33
Acacia	dempsteri		Fabaceae	Fabales	Rosidae	Acacia dempsteri	ACDE4	Tree	Hardwood	Evergreen	Slow	Moderate	3
Acacia	desmondii		Fabaceae	Fabales	Rosidae	Des Nelson Wattle	ACDE5	Tree	Hardwood	Evergreen	Slow	Moderate	6
Acacia	dictyophleba		Fabaceae	Fabales	Rosidae	Sandhill Wattle	ACDI2	Tree	Hardwood	Evergreen	Slow	Short	4
Acacia	difformis		Fabaceae	Fabales	Rosidae	Drooping Wattle	ACDI1	Tree	Hardwood	Evergreen	Moderate	Moderate	7
Acacia	dodonaeifolia		Fabaceae	Fabales	Rosidae	Hop-leaved Wattle	ACDO	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	doratoxylon		Fabaceae	Fabales	Rosidae	Currawang	ACDO1	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	dunnii		Fabaceae	Fabales	Rosidae	Elephant-ear Wattle	ACDU	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	elata		Fabaceae	Fabales	Rosidae	Cedar wattle	ACEL	Tree	Hardwood	Deciduous	Moderate		41
Acacia	elongata		Fabaceae	Fabales	Rosidae	Swamp Wattle	ACEL1	Tree	Hardwood	Evergreen	Moderate	Short	5
Acacia	ensifolia		Fabaceae	Fabales	Rosidae	Sickle-shaped Acacia	ACEN	Tree	Hardwood	Evergreen	Moderate	Moderate	9
Acacia	excelsa		Fabaceae	Fabales	Rosidae	Ironwood	ACEX	Tree	Hardwood	Evergreen	Moderate	Moderate	20
Acacia	extensa		Fabaceae	Fabales	Rosidae	Wiry Wattle	ACEX1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	falcata		Fabaceae	Fabales	Rosidae	Burra	ACFA1	Tree	Hardwood	Evergreen	Moderate	Short	5
Acacia	falciformis		Fabaceae	Fabales	Rosidae	Large-leaf Hickory Wattle	ACFA2	Tree	Hardwood	Evergreen	Moderate	Moderate	12
Acacia	farnesiana	"Mimosa farnesiana, Vachellia farnesiana, Acacia minuta, Acacia smallii, Acacia minuta ssp. densiflora, Vachellia densiflora, Pithecellobium minutum"	Fabaceae	Fabales	Rosidae	Sweet acacia	ACFA	Shrub	Hardwood	Deciduous	Slow	Short	20
Acacia	filifolia		Fabaceae	Fabales	Rosidae	Acacia filifolia	ACFI1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	fimbriata		Fabaceae	Fabales	Rosidae	Fringed Wattle	ACFI	Shrub or small tree	Hardwood	Evergreen	Fast	Short	20
Acacia	flavescens		Fabaceae	Fabales	Rosidae	Red Wattle	ACFL1	Tree	Hardwood	Evergreen	Moderate	Moderate	20
Acacia	floribunda		Fabaceae	Fabales	Rosidae	Gossamer wattle	ACFL	Shrub or small tree	Hardwood	Evergreen	Moderate	Short	26
Acacia	frigescens		Fabaceae	Fabales	Rosidae	Montane Wattle	ACFR1	Tree	Hardwood	Evergreen	Moderate	Moderate	15
Acacia	gillii		Fabaceae	Fabales	Rosidae	Gill's Wattle	ACGI1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	gladiiformis		Fabaceae	Fabales	Rosidae	Sword-leaf Wattle	ACGL1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	grasbyi		Fabaceae	Fabales	Rosidae	Minni Ritchie	ACGR1	Tree	Hardwood	Evergreen	Slow	Moderate	4
Acacia	greggii		Fabaceae	Fabales	Rosidae	Catclaw acacia	ACGR2	Shrub	Hardwood	Deciduous	Slow	Long	23
Acacia	greggii var. wrightii	Acacia wrightii	Fabaceae	Fabales	Rosidae	Wright acacia	ACWR2	Shrub	Hardwood	Deciduous	Moderate		33
Acacia	hakeoides		Fabaceae	Fabales	Rosidae	Hakea-leaved Wattle	ACHA	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	harpophylla		Fabaceae	Fabales	Rosidae	Brigalow	ACHA1	Tree	Hardwood	Evergreen	Moderate	Long	25
Acacia	havilandiorum		Fabaceae	Fabales	Rosidae	Haviland's Wattle	ACHA2	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	hemignosta		Fabaceae	Fabales	Rosidae	Club-leaf Wattle	ACHE	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	heteroclita		Fabaceae	Fabales	Rosidae	Acacia heteroclita	ACHE1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	holosericea		Fabaceae	Fabales	Rosidae	Silver-leaf Wattle	ACHO1	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	howittii		Fabaceae	Fabales	Rosidae	Sticky Wattle	ACHO	Shrub or small tree	Hardwood	Evergreen	Fast	Short	30
Acacia	humifusa		Fabaceae	Fabales	Rosidae	Acacia humifusa	ACHU	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	implexa		Fabaceae	Fabales	Rosidae	Lightwood	ACIM	Shrub	Hardwood	Evergreen	Moderate	Short	50
Acacia	irrorata		Fabaceae	Fabales	Rosidae	Green Wattle	ACIR	Tree	Hardwood	Evergreen	Fast	Short	40
Acacia	iteaphylla		Fabaceae	Fabales	Rosidae	Flinders range wattle	ACIT	Shrub or small tree	Hardwood	Evergreen	Moderate	Short	13
Acacia	ixiophylla		Fabaceae	Fabales	Rosidae	Acacia ixiophylla	ACIX	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	jennerae		Fabaceae	Fabales	Rosidae	Coonavittra Wattle	ACJE	Tree	Hardwood	Evergreen	Slow	Moderate	6
Acacia	johnsonii		Fabaceae	Fabales	Rosidae	Gereera Wattle	ACJO	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	jucunda		Fabaceae	Fabales	Rosidae	Yetman Wattle	ACJU	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	julifera		Fabaceae	Fabales	Rosidae	Julie's Wattle	ACJU2	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	juncifolia		Fabaceae	Fabales	Rosidae	Rush-leaf Wattle	ACJU1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	karoo		Fabaceae	Fabales	Rosidae	Sweet thorn	ACKA	Shrub or small tree	Hardwood	Deciduous		Short	32
Acacia	kempeana		Fabaceae	Fabales	Rosidae	Witchetty Bush	ACKE	Tree	Hardwood	Evergreen	Slow	Moderate	5
Acacia	kettlewelliae		Fabaceae	Fabales	Rosidae	Buffalo Wattle	ACKE1	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	koa	"Acacia kauaiensis, Acacia koa var. hawaiiensis, Acacia koa var. lanaiensis, Acacia koa var. waimeae"	Fabaceae	Fabales	Rosidae	Koa	ACKO	Tree	Hardwood	Deciduous	Moderate	Long	110
Acacia	koaia		Fabaceae	Fabales	Rosidae	Koaoha	ACKO2	Tree	Hardwood	Evergreen	Fast	Long	40
Acacia	latzii		Fabaceae	Fabales	Rosidae	Latz's Wattle	ACLA	Tree	Hardwood	Evergreen	Slow	Moderate	7
Acacia	leichhardtii		Fabaceae	Fabales	Rosidae	Leichhardt's Wattle	ACLE2	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	leiocalyx		Fabaceae	Fabales	Rosidae	Early Flower Black Wattle	ACLE3	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	leptostachya		Fabaceae	Fabales	Rosidae	Townsville Wattle	ACLE4	Tree	Hardwood	Evergreen	Moderate	Moderate	6
Acacia	leucoclada		Fabaceae	Fabales	Rosidae	Northern Silver Wattle	ACLE1	Tree	Hardwood	Evergreen	Fast	Short	33
Acacia	ligulata		Fabaceae	Fabales	Rosidae	Dune Wattle	ACLI1	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	linifolia		Fabaceae	Fabales	Rosidae	Flax-leaved Wattle	ACLI	Shrub or small tree	Hardwood	Evergreen	Fast	Short	20
Acacia	loderi		Fabaceae	Fabales	Rosidae	Broken Hill Gidgee	ACLO1	Tree	Hardwood	Evergreen	Slow	Moderate	7
Acacia	longifolia	Acacia latifolia	Fabaceae	Fabales	Rosidae	Sydney golden wattle	ACLO	Shrub or small tree	Hardwood	Evergreen	Fast	Short	41
Acacia	longifolia ssp. longifolia		Fabaceae	Fabales	Rosidae	Sallow wattle	ACLOLO	Shrub or small tree	Hardwood	Evergreen	Moderate	Short	17
Acacia	longifolia ssp. sphorae		Fabaceae	Fabales	Rosidae	Coastal wattle	ACLOSO	Shrub or small tree	Hardwood	Evergreen	Moderate	Short	17
Acacia	longiphyllodinea		Fabaceae	Fabales	Rosidae	Yalgoo	ACLO2	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	longispicata		Fabaceae	Fabales	Rosidae	Slender-flowered Wattle	ACLO3	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	lucasii		Fabaceae	Fabales	Rosidae	Woolly-bear Wattle	ACLU	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	maconochieana		Fabaceae	Fabales	Rosidae	Mullan Wattle	ACMA3	Tree	Hardwood	Evergreen	Slow	Moderate	12
Acacia	macracantha	Acacia macracantha	Fabaceae	Fabales	Rosidae	Porknut	ACMA2	Tree	Hardwood	Deciduous	Moderate		41
Acacia	macradenia		Fabaceae	Fabales	Rosidae	Zig-zag Wattle	ACMA4	Tree	Hardwood	Evergreen	Moderate	Short	5
Acacia	maidenii		Fabaceae	Fabales	Rosidae	Maiden's Wattle	ACMA1	Tree	Hardwood	Evergreen	Fast	Short	66
Acacia	maitlandii		Fabaceae	Fabales	Rosidae	Maitland's Wattle	ACMA5	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	mangium		Fabaceae	Fabales	Rosidae	brown salwood	ACMA7	Tree	Hardwood	Evergreen			98
Acacia	mearnsii	Acacia decurrens var. mollis	Fabaceae	Fabales	Rosidae	Black wattle	ACME80	Tree	Hardwood	Evergreen	Moderate		41
Acacia	meisneri		Fabaceae	Fabales	Rosidae	Blue Wattle	ACME1	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	melanoxylon		Fabaceae	Fabales	Rosidae	Blackwood	ACME	Tree	Hardwood	Evergreen	Fast	Short	40
Acacia	melleodora		Fabaceae	Fabales	Rosidae	Waxy Wattle	ACME4	Tree	Hardwood	Evergreen	Slow	Short	4
Acacia	mellifera	Acacia mellifera	Fabaceae	Fabales	Rosidae	Black thorn acacia	ACME2	Shrub or small tree	Hardwood	Deciduous	Moderate	Short	20
Acacia	microbotrya		Fabaceae	Fabales	Rosidae	Manna Wattle	ACMI2	Tree	Hardwood	Evergreen	Moderate	Moderate	7
Acacia	millefolia		Fabaceae	Fabales	Rosidae	Milfoil wattle	ACMI	Shrub or small tree	Hardwood	Deciduous	Moderate		41
Acacia	modesta		Fabaceae	Fabales	Rosidae	Phulai	ACAC4	Tree	Picea	Deciduous	Moderate	Long	35
Acacia	montana		Fabaceae	Fabales	Rosidae	Mallee Wattle	ACMO2	Tree	Hardwood	Evergreen	Moderate	Short	4
Acacia	monticola		Fabaceae	Fabales	Rosidae	Scratchy Wattle	ACMO3	Tree	Hardwood	Evergreen	Slow	Moderate	5
Acacia	mucronata		Fabaceae	Fabales	Rosidae	Narrow-leaf Wattle	ACMU1	Tree	Hardwood	Evergreen	Moderate	Short	5
Acacia	muelleriana		Fabaceae	Fabales	Rosidae	Mueller's Wattle	ACMU3	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	muricata	Mimosa muricata	Fabaceae	Fabales	Rosidae	Spineless wattle	ACMU	Tree	Hardwood	Deciduous	Moderate		41
Acacia	murrayana		Fabaceae	Fabales	Rosidae	Murray's Wattle	ACMU4	Tree	Hardwood	Evergreen	Fast	Moderate	25
Acacia	myrtifolia		Fabaceae	Fabales	Rosidae	Myrtle Wattle	ACMY	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	neovernicosa	"Acacia vernicosa, Acacia constricta var. vernicosa"	Fabaceae	Fabales	Rosidae	Viscid acacia	ACNE4	Shrub	Hardwood	Deciduous	Moderate		10
Acacia	neriifolia		Fabaceae	Fabales	Rosidae	Bastard Yarran	ACNE1	Tree	Hardwood	Evergreen	Moderate	Moderate	9
Acacia	nigrescens		Fabaceae	Fabales	Rosidae	Knob thorn	ACNI3	Tree	Hardwood	Deciduous	Moderate		41
Acacia	nilotica	"Acacia arabica, Mimosa nilotica, Acacia nilotica"	Fabaceae	Fabales	Rosidae	Gum arabic tree	ACNI2	Shrub or small tree	Hardwood	Deciduous	Slow		23
Acacia	notabilis		Fabaceae	Fabales	Rosidae	Notable Wattle	ACNO	Tree	Hardwood	Evergreen	Moderate	Short	3
Acacia	nyssophylla		Fabaceae	Fabales	Rosidae	Prickly Wattle	ACNY	Tree	Hardwood	Evergreen	Slow	Short	3
Acacia	obliquinervia		Fabaceae	Fabales	Rosidae	Mountain Hickory Wattle	ACOB2	Tree	Hardwood	Evergreen	Moderate	Moderate	15
Acacia	omalophylla		Fabaceae	Fabales	Rosidae	Yarran	ACOM	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Acacia	oswaldii		Fabaceae	Fabales	Rosidae	Umbrella Wattle	ACOS	Tree	Hardwood	Evergreen	Moderate	Moderate	8
Acacia	papyrocarpa		Fabaceae	Fabales	Rosidae	Western Myall	ACPA2	Tree	Hardwood	Evergreen	Slow	Moderate	8
